time_sweeps,E_per_spin,abs_m
224.8,-1.471111111111111,0.76
224.85,-1.48,0.7666666666666667
224.9,-1.4933333333333334,0.7733333333333333
224.95,-1.4933333333333334,0.7733333333333333
225.0,-1.48,0.7688888888888888
225.05,-1.4933333333333334,0.7688888888888888
225.1,-1.5066666666666666,0.7688888888888888
225.15,-1.5022222222222221,0.7688888888888888
225.2,-1.5066666666666666,0.7666666666666667
225.25,-1.511111111111111,0.7644444444444445
225.3,-1.5022222222222221,0.7622222222222222
225.35,-1.4844444444444445,0.7577777777777778
225.4,-1.5066666666666666,0.7577777777777778
225.45,-1.5066666666666666,0.7555555555555555
225.5,-1.4977777777777779,0.7511111111111111
225.55,-1.4977777777777779,0.7533333333333333
225.6,-1.488888888888889,0.7533333333333333
225.65,-1.48,0.7577777777777778
225.7,-1.4622222222222223,0.7488888888888889
225.75,-1.4622222222222223,0.7466666666666667
225.8,-1.4533333333333334,0.7466666666666667
225.85,-1.4222222222222223,0.7355555555555555
225.9,-1.4177777777777778,0.74
225.95,-1.4133333333333333,0.7333333333333333
226.0,-1.4133333333333333,0.7333333333333333
226.05,-1.4222222222222223,0.7288888888888889
226.1,-1.431111111111111,0.7377777777777778
226.15,-1.4177777777777778,0.7244444444444444
226.2,-1.4266666666666667,0.7155555555555555
226.25,-1.4266666666666667,0.7111111111111111
226.3,-1.4266666666666667,0.7066666666666667
226.35,-1.4355555555555555,0.7066666666666667
226.4,-1.4222222222222223,0.7044444444444444
226.45,-1.4177777777777778,0.7044444444444444
226.5,-1.4444444444444444,0.7
226.55,-1.44,0.6933333333333334
226.6,-1.4177777777777778,0.6866666666666666
